id	name	parent_id	depth
3200194	机电工程师	2200008	3
3200195	外贸业务管理	2200031	3
3200196	出纳	2200056	3
3200197	银行柜员	2200063	3
3200198	厨师	2200033	3
3200199	畜牧师	2200093	3
3200200	传感器开发	2200001	3
3200201	船务	2200080	3
3200202	创意设计	2200005	3
3200203	广告设计	2200005	3
3200204	文案策划	2200005	3
3200205	cad制图	2200005	3
3200206	商场销售	2200030	3
3200207	贷款催收	2200033	3
3200208	大客户销售	2200029	3
3200209	通用客户经理	2200031	3
3200210	酒店管理	2200070	3
3200211	政府工作	2200089	3
3200212	医疗服务	2200032	3
3200213	美容整形	2200032	3
3200215	导游	2200033	3
3200216	房产销售	2200030	3
3200217	地质技术员	2200008	3
3200218	通用电工	2200009	3
3200219	智能楼宇工程师	2200008	3
3200220	音响研发	2200001	3
3200221	网络技术研发	2200047	3
3200222	电源研发	2200001	3
3200223	电子产品维修	2200008	3
3200224	电器维修	2200008	3
3200225	通用维修	2200008	3
3200226	电子测试	2200008	3
3200227	电子工程师	2200008	3
3200228	电商客户经理	2200025	3
3200229	电商经理	2200025	3
3200230	电子产品销售	2200030	3
3200231	餐饮店长	2200033	3
3200232	实体店长	2200094	3
3200233	通用店长	2200094	3
3200234	网店运营	2200052	3
3200235	汽车服务	2200033	3
3200236	奢侈品销售	2200030	3
3200237	服装销售	2200030	3
3200238	影院管理	2200070	3
3200239	董事会秘书	2200088	3
3200240	总经理	2200094	3
3200241	动力工程师	2200008	3
3200242	多媒体研发	2200047	3
3200243	儿科医生	2200032	3
3200244	发行出版	2200074	3
3200245	法律顾问	2200084	3
3200246	翻译	2200032	3
3200247	泰语工作	2200032	3
3200248	意大利语工作	2200032	3
3200249	波兰语工作	2200032	3
3200250	缅甸语工作	2200032	3
3200251	柬埔寨语工作	2200032	3
3200252	越南语工作	2200032	3
3200253	土耳其语工作	2200032	3
3200254	印尼语工作	2200032	3
3200255	葡萄牙语工作	2200032	3
3200256	阿拉伯语工作	2200032	3
3200257	荷兰语工作	2200032	3
3200258	老挝语工作	2200032	3
3200259	波斯语工作	2200032	3
3200260	西班牙语工作	2200032	3
3200261	法语工作	2200032	3
3200262	化工工程师	2200008	3
3200263	放射科医生	2200032	3
3200264	智能硬件设计	2200005	3
3200265	汽车配件研发	2200001	3
3200266	涂料研发	2200001	3
3200267	风险控制	2200085	3
3200268	游戏主程	2200047	3
3200269	后端工程师	2200047	3
3200270	通用服务员	2200033	3
3200271	餐饮服务员	2200033	3
3200274	通用技术支持	2200051	3
3200275	服装设计	2200005	3
3200276	会员管理	2200031	3
3200277	建筑设计	2200005	3
3200278	家装设计	2200005	3
3200279	保险顾问	2200061	3
3200280	给排水工程师	2200008	3
3200281	工厂主管	2200094	3
3200282	投融资管理	2200057	3
3200283	工程监理	2200008	3
3200284	工程技术员	2200008	3
3200285	工业工程师	2200008	3
3200286	工业设计	2200005	3
3200287	工艺品设计	2200005	3
3200288	工艺工程师	2200008	3
3200290	建筑工人	2200072	3
3200291	工长	2200010	3
3200292	园林景观设计	2200005	3
3200293	通用公共关系	2200088	3
3200294	供应链管理	2200012	3
3200295	供应商管理	2200015	3
3200296	供应商质量	2200008	3
3200297	股票期货研究员	2200065	3
3200298	资产管理	2200060	3
3200300	光学工程师	2200008	3
3200301	照明工程师	2200008	3
3200302	建筑规划	2200072	3
3200303	城市规划	2200034	3
3200304	交通规划	2200034	3
3200305	教育咨询	2200032	3
3200307	战略规划	2200034	3
3200308	农业规划	2200091	3
3200309	海关事务管理	2200080	3
3200310	国际销售	2200030	3
3200311	通用网管	2200049	3
3200312	行政	2200080	3
3200313	文秘	2200080	3
3200314	物业管理	2200073	3
3200315	通用教师	2200032	3
3200316	通用运营	2200052	3
3200317	保险理赔	2200061	3
3200318	车险理赔	2200061	3
3200319	车险代理	2200061	3
3200320	内容审核	2200074	3
3200321	电话客服	2200033	3
3200322	护理员	2200033	3
3200323	护士	2200032	3
3200324	化妆师	2200033	3
3200325	应收会计	2200055	3
3200326	总账会计	2200055	3
3200327	审计	2200055	3
3200328	应付会计	2200055	3
3200329	会展策划	2200034	3
3200330	会展销售	2200030	3
3200331	活动策划	2200034	3
3200332	活动运营	2200052	3
3200334	机电设计	2200005	3
3200335	金融产品销售	2200029	3
3200337	vr技术研发	2200047	3
3200338	机械工程师	2200008	3
3200339	通信研发	2200047	3
3200340	生物工程	2200008	3
3200342	生产管理	2200010	3
3200343	计算机视觉工程师	2200047	3
3200344	记者	2200075	3
3200345	硬件技术支持	2200051	3
3200346	运维	2200049	3
3200347	加盟顾问	2200032	3
3200349	通用软件开发	2200047	3
3200350	云计算开发	2200047	3
3200351	大数据开发	2200047	3
3200352	机电质量检测	2200008	3
3200353	化工质量检测	2200008	3
3200354	生物质量检测	2200008	3
3200355	食品质量检测	2200008	3
3200356	汽车质量检测	2200008	3
3200357	消防质量检测	2200008	3
3200358	工程质量检测	2200008	3
3200359	环境质量检测	2200008	3
3200360	健康顾问	2200032	3
3200361	健身顾问	2200032	3
3200362	高尔夫球教练	2200032	3
3200363	体能教练	2200032	3
3200364	瑜伽教练	2200032	3
3200365	体操教练	2200032	3
3200366	武术教练	2200032	3
3200367	游泳教练	2200032	3
3200369	基金操盘手	2200066	3
3200370	金融操盘手	2200066	3
3200371	股票操盘手	2200066	3
3200372	期货操盘手	2200066	3
3200373	量化交易	2200067	3
3200374	外汇操盘手	2200066	3
3200375	期货交易员	2200067	3
3200376	角色原画	2200005	3
3200377	音乐教师	2200032	3
3200378	数学教师	2200032	3
3200379	历史教师	2200032	3
3200380	美术教师	2200032	3
3200381	语文教师	2200032	3
3200382	智能硬件培训	2200032	3
3200384	软技能培训	2200032	3
3200385	舞蹈教师	2200032	3
3200386	幼教	2200032	3
3200387	教学管理	2200080	3
3200388	培训讲师	2200032	3
3200389	理科教师	2200032	3
3200390	体育教师	2200032	3
3200391	全科教师	2200032	3
3200392	艺术教师	2200032	3
3200393	IT技术培训	2200032	3
3200394	金融培训	2200032	3
3200395	播音	2200079	3
3200396	心理咨询	2200032	3
3200397	物理教师	2200032	3
3200398	篮球教练	2200032	3
3200399	文科教师	2200032	3
3200400	外语工作	2200032	3
3200401	健身教练	2200032	3
3200403	生物教师	2200032	3
3200404	模特	2200078	3
3200405	接线工	2200009	3
3200406	通用结构工程师	2200008	3
3200408	汽车成本管理	2200055	3
3200409	艺术经纪人	2200077	3
3200410	收藏品销售	2200030	3
3200411	中介	2200030	3
3200412	保险销售	2200029	3
3200413	通用经纪人	2200030	3
3200414	经销商管理	2200022	3
3200415	通用客服	2200033	3
3200416	售后服务	2200033	3
3200417	物流客服	2200033	3
3200418	金融客服	2200033	3
3200419	物业客服	2200033	3
3200420	网店客服	2200033	3
3200421	销售客服	2200033	3
3200422	商场客服	2200033	3
3200423	游戏客服	2200033	3
3200424	电信客服	2200033	3
3200425	国际客服	2200033	3
3200426	票务	2200033	3
3200428	售前服务	2200029	3
3200429	cocos2d开发	2200047	3
3200430	cocos3d开发	2200047	3
3200433	汽车销售	2200030	3
3200434	培训课程营销	2200032	3
3200435	培训课程研发	2200032	3
3200436	培训课程顾问	2200032	3
3200437	留学服务	2200033	3
3200438	快递配送	2200017	3
3200439	类目运营	2200025	3
3200440	理疗师	2200033	3
3200441	猎头	2200032	3
3200442	医药质量检测	2200008	3
3200443	商场管理	2200070	3
3200444	路桥工程	2200072	3
3200445	旅游运营	2200033	3
3200446	旅游销售	2200030	3
3200447	旅游计划调度	2200033	3
3200448	律师	2200032	3
3200449	麻醉科医生	2200032	3
3200450	通用媒体营销	2200018	3
3200451	美工	2200005	3
3200452	会务经理	2200033	3
3200453	面料开发	2200001	3
3200454	模具工人	2200009	3
3200455	模具质量检测	2200008	3
3200456	模具工程师	2200008	3
3200457	木工	2200009	3
3200458	幕墙工程	2200072	3
3200459	内核开发	2200047	3
3200460	内科医生	2200032	3
3200461	农业技术	2200092	3
3200462	暖通工程	2200008	3
3200463	通用催收	2200033	3
3200464	通用培训	2200032	3
3200465	茶艺	2200032	3
3200466	电商培训	2200025	3
3200468	珠宝鉴定	2200032	3
3200469	陈列师	2200032	3
3200470	培训策划	2200032	3
3200471	培训督导	2200032	3
3200472	配方研发	2200001	3
3200473	配色工程师	2200008	3
3200474	市政工程	2200072	3
3200475	配套管理	2200073	3
3200476	配音员	2200079	3
3200478	品牌推广	2200026	3
3200479	化妆品质量检测	2200008	3
3200481	营销策划	2200018	3
3200482	气化系统工程师	2200008	3
3200483	汽车结构工程师	2200008	3
3200484	前台	2200080	3
3200485	商务管理	2200031	3
3200486	营业员	2200033	3
3200487	钳工	2200009	3
3200488	嵌入式开发	2200047	3
3200489	区块链技术	2200047	3
3200491	热处理工程师	2200008	3
3200492	热能工程师	2200008	3
3200493	热注锅炉工程师	2200008	3
3200494	认证工程师	2200008	3
3200497	windows软件开发	2200047	3
3200499	c语言开发	2200047	3
3200500	游戏开发	2200047	3
3200501	gis研发	2200047	3
3200502	spark开发	2200047	3
3200505	商户运营	2200025	3
3200506	招投标管理	2200015	3
3200508	游戏运营	2200052	3
3200511	设备工程师	2200008	3
3200512	设计师	2200005	3
3200513	社会媒体营销	2200088	3
3200516	生产计划工程师	2200008	3
3200518	生物化学研发	2200001	3
3200519	食品研发工程师	2200001	3
3200520	通用市场	2200018	3
3200521	市场策划	2200034	3
3200526	视觉设计	2200005	3
3200528	室内工程	2200072	3
3200529	收银员	2200033	3
3200530	首席财务官	2200054	3
3200531	首席信息官	2200045	3
3200532	首席运营官	2200094	3
3200535	兽医	2200032	3
3200536	数据仓库	2200047	3
3200537	数据分析	2200047	3
3200538	数据库开发	2200047	3
3200541	数据挖掘	2200047	3
3200543	数值策划	2200005	3
3200544	数字营销	2200024	3
3200545	水处理工程师	2200008	3
3200548	水利水电工程	2200008	3
3200549	水利水电设计	2200005	3
3200550	水暖工程	2200008	3
3200551	水手	2200009	3
3200552	税务管理	2200055	3
3200553	司机	2200080	3
3200554	搜索引擎营销	2200024	3
3200555	搜索引擎研发	2200047	3
3200556	大数据算法研发	2200047	3
3200557	塑料工程师	2200008	3
3200558	通用算法研发	2200047	3
3200559	多媒体算法研发	2200047	3
3200560	硬件算法研发	2200001	3
3200561	通信算法研发	2200047	3
3200563	天线工程师	2200008	3
3200565	调香师	2200032	3
3200567	投行专员	2200064	3
3200568	投资	2200057	3
3200572	图片编辑	2200074	3
3200573	图像算法工程师	2200047	3
3200574	土地评估	2200069	3
3200575	土建工程	2200072	3
3200576	脱硫脱销工程师	2200008	3
3200577	拓展训练师	2200033	3
3200579	外科医生	2200032	3
3200581	玩具设计	2200005	3
3200582	网点运营	2200052	3
3200583	电商运营	2200025	3
3200584	网管平台开发	2200047	3
3200587	网络运营人员	2200052	3
3200588	网页设计	2200005	3
3200589	工厂设备维修	2200008	3
3200590	水电维修	2200008	3
3200591	技术文档开发	2200047	3
3200592	通用文员	2200080	3
3200593	车辆管理	2200080	3
3200595	国际运营	2200052	3
3200596	知识产权管理	2200084	3
3200598	电器销售	2200030	3
3200599	资产评估	2200060	3
3200600	项目工程师	2200011	3
3200602	脚本开发	2200047	3
3200603	医疗器械质量检测	2200008	3
3200604	线上市场推广	2200023	3
3200605	电商销售	2200025	3
3200606	物业工程	2200073	3
3200607	游戏测试	2200048	3
3200608	通用系统工程师	2200047	3
3200609	系统管理	2200049	3
3200610	系统集成与开发	2200047	3
3200611	系统架构工程师	2200047	3
3200612	系统设计工程师	2200047	3
3200615	线切割工程师	2200008	3
3200616	线束工程师	2200008	3
3200617	线下市场推广	2200023	3
3200618	餐饮销售	2200030	3
3200619	家装销售	2200030	3
3200620	化工销售	2200030	3
3200621	工业产品销售	2200030	3
3200622	俄语工作	2200032	3
3200623	硬件销售	2200030	3
3200624	知识产权销售	2200029	3
3200625	环保产品销售	2200030	3
3200626	物料销售	2200030	3
3200627	农产品销售	2200030	3
3200629	销售培训	2200032	3
3200630	机械销售	2200030	3
3200633	校对/录入	2200080	3
3200634	校区负责人	2200094	3
3200635	校长	2200094	3
3200637	信息化专员	2200044	3
3200638	需求计划	2200050	3
3200639	宣传总监	2200018	3
3200640	选矿工程师	2200008	3
3200641	学术带头人	2200003	3
3200642	压铸工程师	2200008	3
3200644	演员	2200078	3
3200645	宴会经理	2200033	3
3200646	验光师	2200033	3
3200647	养殖技术员	2200092	3
3200648	药品注册	2200090	3
3200650	业务开发经理	2200034	3
3200651	液压工程师	2200008	3
3200652	口腔科医生	2200032	3
3200653	通用医生	2200032	3
3200655	男科医生	2200032	3
3200656	影像科医生	2200032	3
3200657	妇科医生	2200032	3
3200658	皮肤科医生	2200032	3
3200659	空腔科医生	2200032	3
3200660	泌尿科医生	2200032	3
3200661	肛肠科医生	2200032	3
3200662	骨科医生	2200032	3
3200663	五官科医生	2200032	3
3200664	眼科医生	2200032	3
3200665	牙科医生	2200032	3
3200667	医学策略	2200001	3
3200668	医学事务	2200001	3
3200671	包装质量检测	2200008	3
3200673	医院院长	2200094	3
3200674	仪表工程师	2200008	3
3200675	艺术指导	2200078	3
3200676	音、视频算法	2200047	3
3200677	音乐音效	2200076	3
3200682	通用营销	2200018	3
3200683	营养师	2200032	3
3200684	应用开发经理	2200047	3
3200685	通用硬件	2200001	3
3200688	硬件设计工程师	2200005	3
3200689	用户研究	2200020	3
3200690	游戏服务器开发	2200047	3
3200691	游戏客户端开发	2200047	3
3200692	游戏制作人	2200005	3
3200694	幼儿园园长	2200094	3
3200696	员工关系	2200043	3
3200697	运营编辑	2200052	3
3200698	再保部部门长	2200068	3
3200699	在线客服	2200033	3
3200700	债券研究员	2200065	3
3200704	招聘	2200037	3
3200705	招商运营	2200070	3
3200706	针灸推拿	2200033	3
3200708	证券承经理	2200059	3
3200709	政府公共关系	2200089	3
3200710	政治教师	2200032	3
3200711	支行行长	2200063	3
3200714	直播运营总监	2200052	3
3200716	直营管理	2200031	3
3200717	制程工程师	2200008	3
3200718	制冷工程师	2200008	3
3200719	制片人	2200076	3
3200720	制造工程师	2200008	3
3200725	中间件工程师	2200047	3
3200726	中医科医生	2200032	3
3200727	珠宝设计	2200005	3
3200728	主编	2200074	3
3200730	主持人	2200079	3
3200732	助教	2200032	3
3200733	注塑工程师	2200008	3
3200734	驻店医师	2200032	3
3200737	装配工程师	2200008	3
3200739	咨询顾问	2200032	3
3200741	资深前期美术指导	2200005	3
3200743	自动化测试	2200048	3
3200744	自动化工程师	2200008	3
3200745	自然语言处理	2200047	3
3200746	总工程师	2200008	3
3200750	3d美术	2200005	3
3200752	打板师	2200009	3
3200754	3d角色	2200005	3
3200758	基因工程	2200001	3
3200759	3d特效	2200005	3
3200760	排版设计	2200005	3
3200762	客户端主程	2200047	3
3200763	前期开发	2200072	3
3200764	化学分析测试员	2200008	3
3200765	机构经理	2200094	3
3200767	通用交易员	2200067	3
3200768	党建专员	2200080	3
3200770	核保理赔	2200061	3
3200771	软件驱动工程师	2200047	3
3200773	楼面管理	2200070	3
3200775	车间主任	2200010	3
3200776	工程造价	2200071	3
3200778	搜索引擎优化	2200024	3
3200780	后期制作	2200076	3
3200783	镀膜工程师	2200008	3
3200784	家具设计	2200005	3
3200785	电气工程	2200008	3
3200790	整车工程师	2200008	3
3200791	金融研究员	2200065	3
3200792	交互设计	2200005	3
3200794	网络优化工程师	2200049	3
3200796	服务器主程	2200047	3
3200797	固定资产会计	2200055	3
3200798	临床研究协调员	2200001	3
3200799	加盟经理	2200022	3
3200800	合规	2200083	3
3200803	园艺师	2200032	3
3200805	通用计划调度	2200010	3
3200806	3d动作	2200005	3
3200807	进出口专员	2200080	3
3200810	会展经理	2200033	3
3200811	促销	2200023	3
3200812	环境影响评价	2200032	3
3200814	供应商开发经理	2200015	3
3200815	报批报建	2200072	3
3200818	go语言开发	2200047	3
3200821	农艺师	2200092	3
3200822	呼叫中心客服	2200033	3
3200823	环境工程	2200008	3
3200824	核心网工程师	2200047	3
3200826	单证员	2200080	3
3200827	文档开发工程师	2200047	3
3200828	机械操作工	2200009	3
3200831	宏观策略研究员	2200065	3
3200832	导演	2200076	3
3200833	量化研究员	2200065	3
3200835	工程制图	2200005	3
3200836	基带工程师	2200008	3
3200837	精算师	2200058	3
3200839	预结算	2200055	3
3200842	摄像师	2200033	3
3200846	行业研究员	2200065	3
3200848	流体工程师	2200008	3
3200850	场景原画	2200005	3
4200001	.net网站开发工程师	3200001	4
4200002	asp.net开发	3200001	4
4200003	.net技术经理	3200001	4
4200004	.net软件工程师	3200001	4
4200005	.net开发人员	3200001	4
4200006	.net程序员	3200001	4
4200007	.net网站程序员	3200001	4
4200008	asp.net开发工程师	3200001	4
4200009	.netc开发工程师	3200001	4
4200010	.netc软件工程师	3200001	4
4200011	2d动作设计师	3200002	4
4200012	2d美术设计师	3200003	4
4200013	u3d场景	3200004	4
4200014	3d场景师	3200004	4
4200015	3d场景美术师	3200004	4
4200016	3d场景设计师	3200004	4
4200017	3d场景组长	3200004	4
4200018	动画场景渲染师	3200004	4
4200019	cg场景建模师	3200004	4
4200020	三维空间设计师	3200278	4
4200021	u3d地编	3200004	4
4200022	3d展览设计师	3200278	4
4200023	3d动作美术设计师	3200002	4
4200024	ae客户专员	3200006	4
4200025	ae动画师	3200007	4
4200026	影视动画师	3200008	4
4200027	动画设计	3200008	4
4200028	视频动画设计师	3200008	4
4200029	动漫设计	3200002	4
4200030	游戏动作设计师	3200002	4
4200031	三维动画	3200008	4
4200032	动画绑定师	3200008	4
4200033	3d角色	3200009	4
4200034	3d角色动画师	3200009	4
4200035	3d角色美术师	3200009	4
4200036	3d模型师	3200010	4
4200037	模型设计师	3200010	4
4200038	三维角色动画师	3200009	4
4200039	3d主美	3200009	4
4200040	3d美工	3200009	4
4200041	三维建模	3200010	4
4200042	游戏动画师	3200003	4
4200043	3d设计专员	3200010	4
4200044	maya动画师	3200008	4
4200045	maya特效师	3200007	4
4200046	mg动画师	3200008	4
4200047	3d设计工程师	3200010	4
4200048	maya绑定师	3200008	4
4200049	三维设计	3200010	4
4200050	三维制作	3200010	4
4200051	3d动画设计师	3200008	4
4200052	3d设计师	3200010	4
4200053	三维重建工程师	3200010	4
4200054	u3d特效师	3200007	4
4200055	3d设计总监	3200010	4
4200056	3d效果设计师	3200010	4
4200057	游戏特效师	3200007	4
4200058	3d渲染	3200010	4
4200059	动效设计师	3200007	4
4200060	android主管	3200011	4
4200061	车载应用android工程师	3200011	4
4200062	安卓android工程师	3200011	4
4200063	sdk工程师	3200011	4
4200064	ar开发工程师	3200012	4
4200065	arm开发工程师	3200013	4
4200066	flashas3开发工程师	3200014	4
4200067	as3主程	3200014	4
4200068	bom管理员	3200015	4
4200069	bsp驱动工程师	3200016	4
4200070	bsp开发工程师	3200016	4
4200071	sappp顾问	3200017	4
4200072	buyer	3200018	4
